"Country Name","Country Code","Region","IncomeGroup","SpecialNotes",
"Singapore","SGP","East Asia & Pacific","High income: nonOECD","Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008. April 2012 database update: National accounts time series were replaced with official government statistics.",
