"Country Name","Country Code","Region","IncomeGroup","SpecialNotes",
"Hong Kong SAR, China","HKG","East Asia & Pacific","High income: nonOECD","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.",
